country,country_code,region,city,id,osm_lat,osm_long,g_lat,g_long,distance
Austria,AT,,Bludenz,92479,47.1548119854423,9.86681034826908,47.15991,9.80821,2.77370375539263
Austria,AT,,Braunau,92573,48.2552311135978,13.0289470726509,48.25573,13.04432,0.707548144573459
Austria,AT,,Bregenz,92583,47.5085063880934,9.73153504947915,47.50075,9.74231,0.73442385547395
Austria,AT,,Bruck an der Leitha,92665,48.0251291434535,16.7770568392117,48.02375,16.77534,0.123906925483889
Austria,AT,,Bruck an der Mur,92666,47.4121987,15.2721668,47.40993,15.26861,0.228378830277165
Austria,AT,,Bärnbach,92276,47.0696267,15.1267538,47.07115,15.12841,0.130875037703413
Austria,AT,,Deutsch-Wagram,92906,48.2959872,16.5568452,48.29898,16.56466,0.414187322043254
Austria,AT,,Deutschlandsberg,92901,46.8184067,15.212387,46.81595,15.21338,0.175992844551132
Austria,AT,,Dornbirn,93093,47.4167074,9.7330619,47.4124,9.74379,0.582830449372888
Austria,AT,,Ebbs,93196,47.612819270233,12.2436444555408,47.62946,12.21444,1.77970727637117
Austria,AT,,Ebensee,93217,47.8131995,13.7729855,47.80739,13.77842,0.473707156784169
Austria,AT,,Ebenthal,93218,46.6072286,14.3554356,48.43626,16.786,169.663584323538
Austria,AT,,Eberndorf,93232,46.5905601,14.639694,46.59037,14.6417,0.0960823485597218
Austria,AT,,Ebreichsdorf,93251,47.962254,16.4029664,47.96312,16.40237,0.0658447823238357
Austria,AT,,Eisenerz,93439,47.5420402,14.885636,47.5425,14.8889,0.155408046133897
Austria,AT,,Eisenstadt,93450,47.84621,16.5237586,47.84637,16.52796,0.194996650061109
Austria,AT,,Engerwitzdorf,93542,48.3443639,14.4421986,48.34333,14.44226,0.0714414494878644
Austria,AT,,Enns,93553,48.2141482,14.4793948,48.21309,14.47515,0.208517184720833
Austria,AT,,Feldbach,93779,46.8818574,15.8466838,46.95279,15.88784,5.26815995984143
Austria,AT,,Feldkirchen an der Donau,93785,48.3451766,14.0533583,48.34428,14.05221,0.0812972840219247
Austria,AT,,Feldkirchen,93788,46.7205396,14.0987985,46.72674,14.08946,0.615343093403682
Austria,AT,,Feldkirch,93792,47.254678079467,9.58015545093436,47.24128,9.6019,1.37639044907906
Austria,AT,,Ferlach,93814,46.5265324,14.3006203,46.52686,14.29894,0.0829643600999397
Austria,AT,,Finkenstein,93856,46.5623498,13.8708621,46.56126,13.87099,0.0754900728585271
Austria,AT,,Fohnsdorf,93931,47.2073941,14.6779341,47.20762,14.67553,0.113839179364411
Austria,AT,,Frankenburg,93972,46.8271602,14.0719776,48.0678,13.49137,89.8471573351395
Austria,AT,,Freistadt,94038,48.5112961,14.5047566,48.50217,14.50201,0.642517860167582
Austria,AT,,Friesach,94077,47.1707585,15.3372212,46.95149,14.41155,46.0955159163483
Austria,AT,,Frohnleiten,94098,47.2715315,15.3260206,47.26922,15.32225,0.238070512677019
Austria,AT,,Fucking,94130,48.0674106,12.8623448,48.06733,12.86327,0.0430498551317993
Austria,AT,,Fügen,94132,47.3473206714897,11.8532758235586,47.34698,11.84941,0.182373849674781
Austria,AT,,Fürstenfeld,94157,47.0499925,16.0816815,47.04795,16.08013,0.1587946081017
Austria,AT,,Gallneukirchen,94236,48.3531392,14.4164196,48.35338,14.41664,0.0194600106352426
Austria,AT,,Garsten,94287,48.0222203,14.4077971,48.023031,14.4043324,0.169508572278974
Austria,AT,,Gleisdorf,94515,47.1067722,15.7058606,47.10682,15.7085,0.124081252305573
Austria,AT,,Gloggnitz,94528,47.6758242,15.9373378,47.67446,15.94245,0.255652791071088
Austria,AT,,Gmunden,94545,47.7498064,13.7512827,47.91839,13.79933,11.8510040642343
Austria,AT,,Gmünd,94547,48.7729954,14.9856354,48.77156,14.98511,0.101950456992195
Austria,AT,,Gratkorn,94802,47.1339397,15.3392677,47.13486,15.34025,0.0785265156426223
Austria,AT,,Graz,94809,47.0751307712328,15.4393464345286,47.070714,15.439504,0.305046971591901
Austria,AT,,Grieskirchen,94851,48.235011,13.826192,48.23587,13.82617,0.0593184791875218
Austria,AT,,Grödig,94879,47.7401445,13.0394938,47.73841,13.03823,0.133363515036295
Austria,AT,,Guntramsdorf,95232,48.0486963196906,16.3235725679638,48.04848,16.30659,0.784002327956615
Austria,AT,,Gänserndorf,94263,48.3405245,16.7166514,48.34067,16.71754,0.0420009399693242
Austria,AT,,Götzis,94706,47.3368253923993,9.66169001514336,47.33469,9.64671,0.716283520376901
Austria,AT,,Haag,95287,48.1125464,14.5683304,48.1140858,14.5673899,0.11479074167594
Austria,AT,,Hainburg,95404,48.4150252,14.6181432,48.1449979,16.942022,108.390775219768
Austria,AT,,Hallein,95435,47.6850291,13.0996778,47.68248,13.10037,0.178920030636902
Austria,AT,,Hall,95441,47.587122429553,14.1404508924072,,,3393.82996959383
Austria,AT,,Hard,95487,47.4967824874679,9.6765786932486,47.48492,9.69407,1.15618846908329
Austria,AT,,Heidenreichstein,95655,48.866264,15.1229651,48.86571,15.12025,0.129114648645365
Austria,AT,,Hermagor,95737,46.6268076,13.3702382,46.62529,13.37277,0.159347908645189
Austria,AT,,Herzogenburg,95752,48.2843295,15.6946065,48.28693,15.69168,0.22431466075858
Austria,AT,,Himberg,95794,47.7874509,15.9237699,48.07329,16.43847,30.9269491813201
Austria,AT,,Hohenems,96088,47.3671129272803,9.70529158593895,47.36081,9.68671,0.971883687642055
Austria,AT,,Hollabrunn,96113,48.5830556,16.0830556,48.56911,16.07764,0.99415137771461
Austria,AT,,Hopfgarten,96181,47.1540857024494,14.7721753389443,47.43098,12.14989,124.275436687039
Austria,AT,,Horn,96210,48.6625858,15.6536046,48.66607,15.65716,0.290103732901568
Austria,AT,,Höchst,95989,47.4905699153174,9.61613728582795,47.45928,9.6356,2.34359006025834
Austria,AT,,Hörbranz,96190,47.5530027708847,9.75649750960042,47.55568,9.75217,0.273557109370753
Austria,AT,,Hörsching,96214,48.226675,14.1787491,48.22696,14.17586,0.134338344650599
Austria,AT,,Imst,96331,47.0833333,10.8666667,47.24013,10.73954,12.3621055722924
Austria,AT,,Innsbruck,96407,47.2654296,11.3927685,47.2692124,11.4041024,0.591779157244703
Austria,AT,,Jenbach,96497,47.4013191468894,11.7398295844515,47.39187,11.77811,1.9043943794782
Austria,AT,,Jennersdorf,96499,46.9376401,16.1424422,46.93712,16.12961,0.606024724527882
Austria,AT,,Judenburg,96538,47.2513125,14.5332604,47.16826,14.65811,8.19600322699308
Austria,AT,,Kapfenberg,96683,47.4405481,15.2901669,47.44348,15.29015,0.202435239694242
Austria,AT,,Kindberg,96858,47.5049711,15.4498601,47.50545,15.44915,0.0468005809587726
Austria,AT,,Kirchbichl,96891,47.5088062969253,12.1032476491603,47.51774,12.09625,0.697833159832014
Austria,AT,,Kitzbühel,96940,47.4474064787125,12.4141775490959,47.44499,12.39143,1.07519963413131
Austria,AT,,Klagenfurt,96951,46.6247222,14.3052778,46.62794,14.30899,0.283451520181391
Austria,AT,,Klosterneuburg,97195,48.3022827,16.3269263,48.30989,16.32465,0.535550056988883
Austria,AT,,Knittelfeld,97210,47.2134435,14.832071,47.21595,14.82719,0.286971151979303
Austria,AT,,Korneuburg,97334,48.3440605,16.3334321,48.34472,16.33149,0.100083588880507
Austria,AT,,Kottingbrunn,97372,47.9513322,16.2286025,47.9517544,16.229466,0.0494397699046892
Austria,AT,,Kremsmünster,97459,48.0533652,14.128766,48.0545,14.12665,0.125204281749042
Austria,AT,,Krems,97457,47.0417233397827,15.1800504907175,48.40999,15.60384,96.5005014227308
Austria,AT,,Krieglach,97494,47.5452307,15.5594435,47.50287,15.63949,4.74167665662312
Austria,AT,,Kuchl,97591,47.6258369,13.1451024,47.6257,13.14746,0.110115999019644
Austria,AT,,Kufstein,97596,47.5000434,12.0327121,47.58237,12.16275,8.30943706834828
Austria,AT,,Köflach,97238,47.0644688,15.0848146,47.06185,15.08268,0.206818272292002
Austria,AT,,Laakirchen,97649,47.982565,13.8225337,47.97878,13.82048,0.278039289280952
Austria,AT,,Laa,97651,47.6424444,16.0858265,48.7196,16.38721,75.6554839032844
Austria,AT,,Landeck,97753,47.0659841,10.4645767,47.14057,10.56558,7.00383027382783
Austria,AT,,Langenlois,97797,48.472601,15.676295,48.47245,15.69121,0.682821809035196
Austria,AT,,Langenzersdorf,97806,48.3096359,16.3572556,48.3039772,16.3602232,0.413793901461515
Austria,AT,,Lauterach,97900,47.4675098276643,9.71257675018077,47.47448,9.73073,0.974391964007448
Austria,AT,,Leibnitz,97944,46.780203,15.5401738,46.79043,15.56207,1.25309702178485
Austria,AT,,Lenzing,98002,47.4466787,12.8166576,47.97485,13.60981,51.8427804451392
Austria,AT,,Leoben,98007,47.4166667,14.9166667,47.37639,15.09113,8.61525442711535
Austria,AT,,Leonding,98012,48.2793314,14.2487457,48.2793205,14.2537942,0.231977666206405
Austria,AT,,Lienz,98104,48.3058611,14.2865751,46.82769,12.76272,124.317161731202
Austria,AT,,Liezen,98118,47.5000878,14.2333772,47.56741,14.24315,4.67054821674257
Austria,AT,,Linz,98177,48.3058611,14.2865751,48.30694,14.28583,0.0819763585276107
Austria,AT,,Lochau,98210,47.5210346415456,9.76719002103636,47.52967,9.75128,0.95170125227819
Austria,AT,,Lustenau,98332,47.425540334589,9.67340188214877,47.42077,9.65875,0.759580910347772
Austria,AT,,Marchtrenk,98472,48.1908002,14.1117332,48.19051,14.12021,0.390695129990376
Austria,AT,,Maria Enzersdorf,98492,48.0972063,16.2841779,48.0963877,16.2852598,0.0753896028344055
Austria,AT,,Matrei,98573,47.122137,11.4489464,47.00044,12.53892,51.9501470752633
Austria,AT,,Mattersburg,98581,47.7333347,16.4000068,47.73625,16.39663,0.255158518885811
Austria,AT,,Melk,98688,48.2272028,15.3369983,48.22647,15.34996,0.598339430861391
Austria,AT,,Micheldorf,98736,46.6891022,14.1510804,46.91323,14.43045,20.3425576483289
Austria,AT,,Mistelbach,98788,48.5693997,16.5712174,48.56743,16.5722,0.143216724150047
Austria,AT,,Mittelberg,98799,47.3297717856403,10.1533100919532,47.32266,10.15303,0.49120979177986
Austria,AT,,Mittersill,98895,47.2351196845632,12.4848447784593,47.27949,12.47925,3.07475671638547
Austria,AT,,Moosburg,98991,47.4466479,10.6286147,46.65917,14.17721,175.545626982493
Austria,AT,,Mödling,98933,48.0855922,16.2833526,48.08255,16.2869,0.266258195427182
Austria,AT,,Mürzzuschlag,99181,47.5499988,15.5999935,47.60687,15.67171,5.15524008567496
Austria,AT,,Nenzing,99252,47.1376181677701,9.67299499039824,47.18818,9.70642,3.82748480069664
Austria,AT,,Neudörfl,99296,47.6678548,15.5810047,47.79591,16.2976,34.4329622966958
Austria,AT,,Neulengbach,99360,48.1970124,15.907098,48.19781,15.90078,0.295943659120604
Austria,AT,,Neunkirchen,99385,47.725877,16.0802909,47.72607,16.08121,0.0447193204841239
Austria,AT,,Neusiedl am See,99409,47.9491855,16.8425149,47.94736,16.84537,0.182539844701178
Austria,AT,,Nüziders,99644,47.1771663312316,9.82123316470685,47.1707909,9.8018616,1.01016283655885
Austria,AT,,Oberndorf,100058,48.6702573,15.2467693,47.94194,12.94282,117.145042574505
Austria,AT,,Oberwart,100280,47.2861513,16.2124214,47.29482,16.19914,0.863203355767313
Austria,AT,,Pasching,100554,48.2576453,14.2044214,48.259,14.20453,0.0936686954897561
Austria,AT,,Paternion,100565,46.7118514,13.6370454,46.71094,13.63982,0.145651748234056
Austria,AT,,Perchtoldsdorf,100632,48.1192521,16.2651702,48.12054,16.26929,0.209682519915863
Austria,AT,,Perg,100638,48.2500698,14.6339455,48.24992,14.63474,0.0379639867886339
Austria,AT,,Pinkafeld,100839,47.37254,16.1234157,47.374,16.12597,0.156290722981133
Austria,AT,,Pottendorf,101072,47.9099285,16.3877431,47.91149,16.38802,0.108573056948405
Austria,AT,,Poysdorf,101091,48.6673933,16.6296903,48.66781,16.62808,0.078863985871063
Austria,AT,,Pressbaum,101156,48.1799751,16.0768417,48.18025,16.07844,0.0759922759961621
Austria,AT,,Purgstall,101249,47.5504205,16.2095111,48.05771,15.14068,60.6930205910622
Austria,AT,,Purkersdorf,101252,48.2075594,16.1771904,48.20918,16.17529,0.142010002463259
Austria,AT,,Radstadt,101350,47.3845254,13.4680612,47.3861,13.46593,0.147464491745439
Austria,AT,,Rankweil,101445,47.2764029571114,9.6283289201288,47.27069,9.64287,0.787169906691173
Austria,AT,,Reichenau,101583,46.8532568,13.8951253,47.69833,15.83513,107.993279314844
Austria,AT,,Retz,101743,48.7556972,15.9559053,48.75838,15.95505,0.189281585105732
Austria,AT,,Reutte,101750,47.4166667,10.55,47.48879,10.71865,9.31651927146068
Austria,AT,,Ried,101788,47.2012484,10.6748786,48.21272,13.49272,148.371378752454
Austria,AT,,Rottenmann,102043,47.524226,14.3585643,47.52236,14.35792,0.132294312134082
Austria,AT,,Rum,102085,47.2976744294692,11.4337124027434,47.282893,11.4531361,1.367140304963
Austria,AT,,Rust,102105,47.8005831,16.6752821,47.80238,16.67218,0.189975939733826
Austria,AT,,Saalfelden,102124,47.4272994,12.83699295,47.42741,12.8411,0.191995448878945
Austria,AT,,Salzburg,102183,47.587122429553,14.1404508924072,47.80949,13.05501,52.7246445559015
Austria,AT,,Sankt Andrä,102214,46.7661111,14.8236111,46.76854,14.8221,0.182296107720409
Austria,AT,,Sankt Florian,102261,48.2072861,14.3816038,48.20426,14.36785,0.666487536698559
Austria,AT,,Sankt Georgen,102293,47.2881926,12.8729828,48.27176,14.45041,99.837461231253
Austria,AT,,Sankt Jakob,102320,46.668019,14.7161235,46.54661,14.05982,32.2396669873874
Austria,AT,,Sankt Johann im Pongau,102333,47.3475215,13.2026781,47.34892,13.20419,0.119692336215001
Austria,AT,,Sankt Pölten,102551,48.2047416,15.6248785,48.20353,15.63817,0.617331563227118
Austria,AT,,Sankt Valentin,102606,48.1744429,14.5322201,48.17533,14.52485,0.344828121811823
Austria,AT,,Sankt Veit,102620,48.0394009,14.8357308,46.76748,14.36151,90.5725876299443
Austria,AT,,Scharnstein,102744,47.904491,13.9609752,47.9047,13.96322,0.1048993241165
Austria,AT,,Schladming,102845,47.3940415,13.6867878,47.39377,13.68669,0.0192950838457047
Austria,AT,,Schrems,103051,48.7934868,15.0722362,48.79368,15.06616,0.276698783745381
Austria,AT,,Schruns,103066,47.0711490416806,9.94574505954216,47.07996,9.92031,1.34184019098533
Austria,AT,,Schwaz,103161,47.3501812,11.7095569,47.3502,11.70584,0.173878526004849
Austria,AT,,Schwechat,103163,48.1398531,16.4786511,48.141,16.4771,0.106668266865256
Austria,AT,,Schärding,102736,48.4569975,13.4318,48.46051,13.43268,0.245845823620157
Austria,AT,,Seeboden,103216,46.8186905,13.5170622,46.81807,13.51647,0.0511702949145468
Austria,AT,,Seekirchen,103228,47.9026020285256,13.1120588731484,47.89535,13.12104,0.650815039609735
Austria,AT,,Seewalchen,103241,47.9045768,13.1351423,47.95163,13.58416,21.0261091145116
Austria,AT,,Sieghartskirchen,103361,48.2560122,16.0117674,48.25207,16.01448,0.299397162799102
Austria,AT,,Sierning,103372,48.044724,14.3091999,48.04406,14.30901,0.0466765378970917
Austria,AT,,Spittal,103547,46.8985972500178,13.2713338032573,46.79968,13.4928,12.4905827040431
Austria,AT,,Steyregg,103797,48.2854468,14.3718463,48.28347,14.37189,0.136503371828202
Austria,AT,,Steyr,103801,48.054397480749,14.4206928039918,48.05009,14.41827,0.317737608211188
Austria,AT,,Stockerau,103847,48.3846124,16.2076303,48.38615,16.21667,0.427886835209993
Austria,AT,,Strasshof,103915,48.2782377,13.7523962,48.31624,16.6357,132.45832002317
Austria,AT,,Tamsweg,104081,47.1242014,13.8113706,47.12955,13.81036,0.372334354754642
Austria,AT,,Telfs,104145,47.3237794679191,11.096681250558,47.30723,11.0683,1.75232834514431
Austria,AT,,Ternitz,104154,47.7166667,16.0333333,47.71309,16.03134,0.263743914442935
Austria,AT,,Thalgau,104170,47.8415757,13.253956,47.84167,13.25335,0.0288280994045886
